Time [s]	Obiwan Ch.  1(Target)[mbar]	Obiwan Ch.  1(Read)[mbar]	Obiwan Ch.  2(Target)[mbar]	Obiwan Ch.  2(Read)[mbar]	Obiwan Ch.  3(Target)[mbar]	Obiwan Ch.  3(Read)[mbar]	Obiwan Ch.  4(Target)[mbar]	Obiwan Ch.  4(Read)[mbar]	Flowie80(Target) [µl/min]	Flowie80(Read)[µl/min]	
10.9780	0.0000	1.0987	25.2286	25.2356	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7222	
11.0280	0.0000	1.0359	25.2310	25.2956	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7222	
11.0780	0.0000	1.0987	25.2407	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6778	
11.1280	0.0000	1.0987	25.2469	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6778	
11.1780	0.0000	1.0987	25.2462	25.3556	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7111	
11.2290	0.0000	1.0987	25.2489	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7148	
11.2780	0.0000	1.0987	25.2518	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7148	
11.3280	0.0000	1.0359	25.2555	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
11.3780	0.0000	1.0359	25.2587	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6407	
11.4280	0.0000	1.0987	25.2784	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6407	
11.4790	0.0000	1.0987	25.2932	25.3556	0.0000	3.2579	0.0000	-890.9572	12.7500	12.6111	
11.5280	0.0000	1.0987	25.3046	25.3556	0.0000	3.2579	0.0000	-890.9572	12.7500	12.6111	
11.5780	0.0000	1.0359	25.3123	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6296	
11.6280	0.0000	1.0359	25.3114	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6963	
11.6780	0.0000	1.0359	25.3160	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6963	
11.7290	0.0000	1.0987	25.3123	25.2956	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7370	
11.7780	0.0000	1.0987	25.3134	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
11.8290	0.0000	1.0987	25.3206	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
11.8780	0.0000	1.0987	25.3265	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.6963	
11.9280	0.0000	1.0987	25.3310	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.6963	
11.9780	0.0000	1.0987	25.3363	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.6926	
12.0290	0.0000	1.0987	25.3424	25.4157	0.0000	3.1369	0.0000	-886.5065	12.7500	12.6852	
12.0790	0.0000	1.0987	25.3479	25.3556	0.0000	3.1369	0.0000	-886.5065	12.7500	12.6852	
12.1290	0.0000	1.0987	25.3534	25.3556	0.0000	3.1369	0.0000	-886.5065	12.7500	12.6852	
12.1790	0.0000	1.1615	25.3524	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7148	
12.2280	0.0000	1.0987	25.3510	25.4757	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7407	
12.2780	0.0000	1.0987	25.3518	25.4757	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7407	
12.3280	0.0000	1.1615	25.3526	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7407	
12.3790	0.0000	1.0987	25.3534	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
12.4280	0.0000	1.0987	25.3533	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
12.4790	0.0000	1.0987	25.3599	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
12.5280	0.0000	1.0987	25.3631	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
12.5780	0.0000	1.0987	25.3704	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6926	
12.6280	0.0000	1.0359	25.3746	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6963	
12.6780	0.0000	1.0359	25.3791	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6963	
12.7280	0.0000	1.0987	25.3808	25.5358	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7111	
12.7780	0.0000	1.0987	25.3840	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
12.8290	0.0000	1.0987	25.3778	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
12.8790	0.0000	1.0987	25.3715	25.4757	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7852	
12.9290	0.0000	1.0987	25.3685	25.4757	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7852	
12.9790	0.0000	1.0987	25.3600	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8111	
13.0280	0.0000	1.0987	25.3549	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8111	
13.0780	0.0000	1.0987	25.3498	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8111	
13.1290	0.0000	1.0987	25.3527	25.4157	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7741	
13.1780	0.0000	1.0359	25.3507	25.4157	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7741	
13.2280	0.0000	1.0359	25.3444	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8000	
13.2780	0.0000	1.0359	25.3402	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8000	
13.3290	0.0000	1.0987	25.3419	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7704	
13.3790	0.0000	1.0987	25.3352	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8000	
13.4290	0.0000	1.0987	25.3310	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8000	
13.4780	0.0000	1.0987	25.3209	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8296	
13.5280	0.0000	1.0987	25.3143	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8481	
13.5790	0.0000	1.0359	25.3032	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8481	
13.6280	0.0000	1.0987	25.2891	25.4157	0.0000	3.1974	0.0000	-890.9572	12.7500	12.8815	
13.6790	0.0000	1.0987	25.2780	25.4157	0.0000	3.1974	0.0000	-890.9572	12.7500	12.8815	
13.7290	0.0000	1.0359	25.2667	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8815	
13.7790	0.0000	1.0987	25.2602	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8556	
13.8280	0.0000	1.0987	25.2513	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8556	
13.8790	0.0000	1.0987	25.2526	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8037	
13.9280	0.0000	1.0987	25.2481	25.2956	0.0000	3.1369	0.0000	-886.5065	12.7500	12.8037	
13.9790	0.0000	1.0987	25.2436	25.2956	0.0000	3.1369	0.0000	-886.5065	12.7500	12.8037	
14.0280	0.0000	1.0359	25.2432	25.2956	0.0000	3.0764	0.0000	-888.7319	12.7500	12.7815	
14.0790	0.0000	1.0359	25.2406	25.2956	0.0000	3.0764	0.0000	-888.7319	12.7500	12.7815	
14.1280	0.0000	1.0987	25.2443	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
14.1780	0.0000	1.0987	25.2475	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7333	
14.2280	0.0000	1.0359	25.2489	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7333	
14.2790	0.0000	1.0359	25.2503	25.2956	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7333	
14.3280	0.0000	1.1615	25.2541	25.2956	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7222	
14.3780	0.0000	1.0987	25.2491	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7667	
14.4280	0.0000	1.0987	25.2477	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7667	
14.4780	0.0000	1.0987	25.2500	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7481	
14.5290	0.0000	1.0987	25.2507	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
14.5790	0.0000	1.0987	25.2512	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
14.6280	0.0000	1.0987	25.2531	25.2956	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7370	
14.6780	0.0000	1.0987	25.2542	25.2956	0.0000	3.1974	0.0000	-890.9572	12.7500	12.6667	
14.7280	0.0000	1.0987	25.2719	25.2956	0.0000	3.1974	0.0000	-890.9572	12.7500	12.6667	
14.7790	0.0000	1.0987	25.2809	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.6556	
14.8290	0.0000	1.0987	25.2888	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.6556	
14.8790	0.0000	1.0359	25.2992	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6444	
14.9280	0.0000	1.0359	25.3182	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.5815	
14.9780	0.0000	1.0359	25.3327	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.5815	
15.0290	0.0000	1.0987	25.3650	25.4157	0.0000	3.1369	0.0000	-886.5065	12.7500	12.4889	
15.0780	0.0000	1.0987	25.3874	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.5259	
15.1280	0.0000	1.0987	25.4004	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.5259	
15.1780	0.0000	1.0359	25.4300	25.4757	0.0000	3.1369	0.0000	-886.5065	12.7500	12.4667	
15.2290	0.0000	1.0359	25.4543	25.4757	0.0000	3.1369	0.0000	-886.5065	12.7500	12.4667	
15.2780	0.0000	1.0359	25.4665	25.4757	0.0000	3.1974	0.0000	-886.5065	12.7500	12.5185	
15.3290	0.0000	1.0359	25.4864	25.4757	0.0000	3.1974	0.0000	-886.5065	12.7500	12.5185	
15.3780	0.0000	1.0987	25.4497	25.5958	0.0000	3.1369	0.0000	-890.9572	12.7500	12.8259	
15.4280	0.0000	1.0987	25.4432	25.5958	0.0000	3.1369	0.0000	-890.9572	12.7500	12.8259	
15.4790	0.0000	1.0987	25.4009	25.7159	0.0000	3.1974	0.0000	-888.7319	12.7500	12.9926	
15.5280	0.0000	1.0987	25.3641	25.5358	0.0000	3.1974	0.0000	-888.7319	12.7500	13.0926	
15.5780	0.0000	1.0987	25.3353	25.5358	0.0000	3.1974	0.0000	-888.7319	12.7500	13.0926	
15.6290	0.0000	1.0359	25.3283	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.9815	
15.6780	0.0000	1.1615	25.3267	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8741	
15.7280	0.0000	1.1615	25.3164	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8741	
15.7780	0.0000	1.0359	25.3252	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7778	
15.8280	0.0000	1.0359	25.3229	25.4157	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7519	
15.8790	0.0000	1.0359	25.3266	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7519	
15.9290	0.0000	1.0359	25.3319	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
15.9790	0.0000	1.0359	25.3342	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
16.0290	0.0000	1.0359	25.3413	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7000	
16.0780	0.0000	1.0359	25.3326	25.4757	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
16.1280	0.0000	1.0359	25.3303	25.4757	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
16.1790	0.0000	1.0359	25.3185	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8259	
16.2280	0.0000	1.0359	25.3121	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8185	
16.2780	0.0000	1.0359	25.3073	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8185	
16.3290	0.0000	1.0359	25.3044	25.4157	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8037	
16.3780	0.0000	1.0359	25.2999	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8037	
16.4280	0.0000	1.0359	25.2953	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7259	
16.4780	0.0000	1.0987	25.3089	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7259	
16.5280	0.0000	1.0359	25.3068	25.4757	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7481	
16.5790	0.0000	1.0359	25.3070	25.4757	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7481	
16.6280	0.0000	1.1615	25.3064	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
16.6780	0.0000	1.0359	25.3099	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7296	
16.7290	0.0000	1.0359	25.3116	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7296	
16.7780	0.0000	1.0359	25.3096	25.2956	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7481	
16.8280	0.0000	1.0359	25.3098	25.3556	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7148	
16.8780	0.0000	1.0359	25.3177	25.3556	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7148	
16.9280	0.0000	1.0987	25.3146	25.4157	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7481	
16.9780	0.0000	1.0987	25.3147	25.4157	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7481	
17.0290	0.0000	1.0359	25.3149	25.4157	0.0000	3.1974	0.0000	-884.2812	12.7500	12.7481	
17.0790	0.0000	1.0359	25.3124	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
17.1290	0.0000	1.0359	25.3113	25.3556	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
17.1790	0.0000	1.0359	25.3166	25.3556	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7333	
17.2290	0.0000	1.0987	25.3161	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
17.2780	0.0000	1.0987	25.3166	25.4157	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
17.3280	0.0000	1.0987	25.3341	25.4157	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6593	
17.3780	0.0000	1.0987	25.3419	25.4157	0.0000	3.1974	0.0000	-890.9572	12.7500	12.4667	
17.4280	0.0000	1.0359	25.3939	25.3556	0.0000	3.1974	0.0000	-890.9572	12.7500	12.4667	
17.4780	0.0000	1.0359	25.4177	25.3556	0.0000	3.1974	0.0000	-890.9572	12.7500	12.4667	
17.5280	0.0000	1.0987	25.5421	25.4757	0.0000	3.1974	0.0000	-888.7319	12.7500	11.9630	
17.5780	0.0000	1.1615	25.6096	25.5358	0.0000	3.1974	0.0000	-888.7319	12.7500	11.5704	
17.6280	0.0000	1.1615	25.7653	25.5358	0.0000	3.1974	0.0000	-888.7319	12.7500	11.5704	
17.6790	0.0000	1.0987	25.9409	25.7159	0.0000	3.2579	0.0000	-888.7319	12.7500	11.1667	
17.7290	0.0000	1.0987	26.0740	25.7159	0.0000	3.2579	0.0000	-888.7319	12.7500	11.1667	
17.7790	0.0000	1.0359	26.2479	26.0162	0.0000	3.2579	0.0000	-888.7319	12.7500	10.9778	
17.8290	0.0000	1.0359	26.3687	26.3164	0.0000	3.2579	0.0000	-888.7319	12.7500	11.1296	
17.8780	0.0000	1.0359	26.5049	26.3164	0.0000	3.2579	0.0000	-888.7319	12.7500	11.1296	
17.9280	0.0000	1.0359	26.5775	26.5566	0.0000	3.1974	0.0000	-888.7319	12.7500	11.4481	
17.9790	0.0000	1.0359	26.6580	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	11.6333	
18.0280	0.0000	1.0359	26.7500	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	11.6333	
18.0790	0.0000	1.0987	26.8061	26.7968	0.0000	3.2579	0.0000	-886.5065	12.7500	11.8222	
18.1280	0.0000	1.0987	26.8841	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	11.9741	
18.1790	0.0000	1.0987	26.9279	26.9169	0.0000	3.1974	0.0000	-888.7319	12.7500	11.9741	
18.2280	0.0000	1.0987	26.9722	26.9770	0.0000	3.1974	0.0000	-886.5065	12.7500	12.0889	
18.2780	0.0000	1.0987	27.0277	26.9770	0.0000	3.1974	0.0000	-886.5065	12.7500	12.0889	
18.3280	0.0000	1.0359	27.0613	27.0971	0.0000	3.1974	0.0000	-888.7319	12.7500	12.1852	
18.3780	0.0000	1.0987	27.0977	27.2172	0.0000	3.1974	0.0000	-886.5065	12.7500	12.2519	
18.4280	0.0000	1.0987	27.1396	27.2172	0.0000	3.1974	0.0000	-886.5065	12.7500	12.2519	
18.4790	0.0000	1.0987	27.1719	27.2172	0.0000	3.1974	0.0000	-888.7319	12.7500	12.3000	
18.5280	0.0000	1.0359	27.2097	27.2172	0.0000	3.1974	0.0000	-888.7319	12.7500	12.3000	
18.5790	0.0000	1.0987	27.2377	27.3373	0.0000	3.1974	0.0000	-886.5065	12.7500	12.3593	
18.6280	0.0000	1.0987	27.2706	27.3373	0.0000	3.1974	0.0000	-886.5065	12.7500	12.3593	
18.6790	0.0000	1.0987	27.2936	27.3373	0.0000	3.2579	0.0000	-886.5065	12.7500	12.4111	
18.7280	0.0000	1.1615	27.3215	27.3373	0.0000	3.2579	0.0000	-886.5065	12.7500	12.4778	
18.7790	0.0000	1.1615	27.3345	27.3973	0.0000	3.2579	0.0000	-886.5065	12.7500	12.4778	
18.8280	0.0000	1.0987	27.3540	27.4574	0.0000	3.1974	0.0000	-890.9572	12.7500	12.4963	
18.8790	0.0000	1.0987	27.3753	27.4574	0.0000	3.1974	0.0000	-890.9572	12.7500	12.4963	
18.9290	0.0000	1.0987	27.3914	27.4574	0.0000	3.1974	0.0000	-886.5065	12.7500	12.5222	
18.9790	0.0000	1.0987	27.4090	27.5174	0.0000	3.1369	0.0000	-888.7319	12.7500	12.5296	
19.0280	0.0000	1.0987	27.4279	27.5174	0.0000	3.1369	0.0000	-888.7319	12.7500	12.5296	
19.0780	0.0000	1.1615	27.4431	27.5174	0.0000	3.2579	0.0000	-888.7319	12.7500	12.5444	
19.1280	0.0000	1.1615	27.4603	27.5174	0.0000	3.1974	0.0000	-888.7319	12.7500	12.5259	
19.1790	0.0000	1.0987	27.4819	27.5174	0.0000	3.1974	0.0000	-888.7319	12.7500	12.5259	
19.2280	0.0000	1.0987	27.4951	27.5775	0.0000	3.1974	0.0000	-888.7319	12.7500	12.5593	
19.2780	0.0000	1.0987	27.5108	27.5775	0.0000	3.1974	0.0000	-888.7319	12.7500	12.5593	
19.3290	0.0000	1.0359	27.5134	27.6375	0.0000	3.1369	0.0000	-888.7319	12.7500	12.6222	
19.3780	0.0000	1.0359	27.5233	27.6375	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6259	
19.4280	0.0000	1.0359	27.5337	27.6375	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6259	
19.4780	0.0000	1.0987	27.5478	27.5775	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6074	
19.5280	0.0000	1.0987	27.5601	27.5775	0.0000	3.2579	0.0000	-888.7319	12.7500	13.0074	
19.5790	0.0000	1.0359	27.4787	27.5775	0.0000	3.2579	0.0000	-888.7319	12.7500	13.0074	
19.6290	0.0000	1.0359	27.4571	27.5775	0.0000	3.2579	0.0000	-888.7319	12.7500	13.0074	
19.6790	0.0000	1.0987	27.3061	27.5775	0.0000	3.1974	0.0000	-888.7319	12.7500	13.6630	
19.7280	0.0000	1.1615	27.2294	27.5174	0.0000	3.1974	0.0000	-888.7319	12.7500	13.6815	
19.7780	0.0000	1.1615	27.1468	27.5174	0.0000	3.1974	0.0000	-888.7319	12.7500	13.6815	
19.8280	0.0000	1.1615	27.0762	27.2772	0.0000	3.2579	0.0000	-888.7319	12.7500	13.6481	
19.8790	0.0000	1.1615	26.9992	27.2772	0.0000	3.2579	0.0000	-888.7319	12.7500	13.4926	
19.9280	0.0000	1.0987	26.9600	27.0971	0.0000	3.2579	0.0000	-886.5065	12.7500	13.4926	
19.9780	0.0000	1.0987	26.9252	27.0370	0.0000	3.2579	0.0000	-888.7319	12.7500	13.3481	
20.0290	0.0000	1.0987	26.8740	27.0370	0.0000	3.2579	0.0000	-888.7319	12.7500	13.3481	
20.0790	0.0000	1.0987	26.8349	27.0370	0.0000	3.1974	0.0000	-888.7319	12.7500	13.2963	
20.1290	0.0000	1.0987	26.8027	26.9770	0.0000	3.1369	0.0000	-888.7319	12.7500	13.2185	
20.1790	0.0000	1.0987	26.7625	26.9770	0.0000	3.1369	0.0000	-888.7319	12.7500	13.2185	
20.2280	0.0000	1.0987	26.7454	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	13.1111	
20.2780	0.0000	1.0987	26.7150	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.9519	
20.3280	0.0000	1.0987	26.7218	26.8569	0.0000	3.1974	0.0000	-886.5065	12.7500	12.9519	
20.3790	0.0000	1.0359	26.7171	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8852	
20.4280	0.0000	1.0359	26.7055	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8852	
20.4790	0.0000	1.0359	26.6992	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8630	
20.5290	0.0000	1.0987	26.6925	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8444	
20.5780	0.0000	1.0987	26.6846	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8444	
20.6280	0.0000	1.0987	26.6827	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8148	
20.6790	0.0000	1.0359	26.6772	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8148	
20.7290	0.0000	1.0987	26.6705	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8222	
20.7790	0.0000	1.0987	26.6646	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8222	
20.8280	0.0000	1.0359	26.6473	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8778	
20.8790	0.0000	1.0359	26.6368	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.8963	
20.9290	0.0000	1.0359	26.6215	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.8963	
20.9790	0.0000	1.0359	26.6146	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8667	
21.0290	0.0000	1.0359	26.6048	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8667	
21.0780	0.0000	1.0359	26.6094	26.6167	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8000	
21.1280	0.0000	1.0359	26.6145	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7444	
21.1790	0.0000	1.0359	26.6149	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7444	
21.2280	0.0000	1.0359	26.6198	26.6767	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7222	
21.2780	0.0000	1.0987	26.6221	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6926	
21.3290	0.0000	1.0987	26.6314	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6926	
21.3790	0.0000	1.0359	26.6315	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7185	
21.4290	0.0000	1.0359	26.6342	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7185	
21.4780	0.0000	1.0359	26.6288	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7556	
21.5290	0.0000	1.0987	26.6302	26.6167	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7444	
21.5790	0.0000	1.0987	26.6307	26.6167	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7444	
21.6280	0.0000	1.0987	26.6363	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7185	
21.6780	0.0000	1.0987	26.6390	26.7368	0.0000	3.1974	0.0000	-893.1826	12.7500	12.6926	
21.7280	0.0000	1.0359	26.6476	26.7368	0.0000	3.1974	0.0000	-893.1826	12.7500	12.6926	
21.7800	0.0000	1.0359	26.6524	26.7368	0.0000	3.1974	0.0000	-893.1826	12.7500	12.6926	
21.8280	0.0000	0.9732	26.6542	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7074	
21.8780	0.0000	1.0987	26.6579	26.7968	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7185	
21.9290	0.0000	1.0987	26.6589	26.7968	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7185	
21.9790	0.0000	1.0359	26.6581	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
22.0290	0.0000	1.0359	26.6592	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7370	
22.0780	0.0000	1.0987	26.6603	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7370	
22.1290	0.0000	1.0987	26.6600	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
22.1780	0.0000	1.0987	26.6605	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
22.2290	0.0000	1.0987	26.6626	26.6167	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7370	
22.2790	0.0000	1.0359	26.6630	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7407	
22.3280	0.0000	1.0359	26.6638	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7407	
22.3780	0.0000	1.0987	26.6624	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7519	
22.4280	0.0000	1.0987	26.6622	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7407	
22.4780	0.0000	1.0359	26.6646	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7407	
22.5290	0.0000	1.0359	26.6682	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7259	
22.5780	0.0000	1.0359	26.6702	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7259	
22.6290	0.0000	1.0359	26.6674	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7481	
22.6790	0.0000	1.1615	26.6601	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7926	
22.7290	0.0000	1.1615	26.6566	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7926	
22.7780	0.0000	1.1615	26.6516	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8000	
22.8280	0.0000	1.0987	26.6474	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8000	
22.8790	0.0000	1.0987	26.6414	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8111	
22.9280	0.0000	1.0987	26.6362	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.8111	
22.9790	0.0000	1.1615	26.6228	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8519	
