Time [s]	Obiwan Ch.  1(Target)[mbar]	Obiwan Ch.  1(Read)[mbar]	Obiwan Ch.  2(Target)[mbar]	Obiwan Ch.  2(Read)[mbar]	Obiwan Ch.  3(Target)[mbar]	Obiwan Ch.  3(Read)[mbar]	Obiwan Ch.  4(Target)[mbar]	Obiwan Ch.  4(Read)[mbar]	Flowie80(Target) [µl/min]	Flowie80(Read)[µl/min]	
23.0280	0.0000	1.0359	26.6142	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8519	
23.0790	0.0000	1.0359	26.6057	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.8519	
23.1290	0.0000	1.1615	26.6067	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.8000	
23.1790	0.0000	1.1615	26.6025	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.8000	
23.2290	0.0000	1.0987	26.6007	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7889	
23.2780	0.0000	1.0359	26.6005	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7704	
23.3280	0.0000	1.0359	26.5988	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7704	
23.3780	0.0000	1.0359	26.6052	26.6767	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7296	
23.4280	0.0000	1.0987	26.6070	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
23.4780	0.0000	1.0987	26.6010	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
23.5280	0.0000	1.0359	26.5985	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7704	
23.5790	0.0000	1.0359	26.5968	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7667	
23.6290	0.0000	1.0987	26.5959	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7667	
23.6790	0.0000	1.1615	26.5959	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
23.7290	0.0000	1.1615	26.5951	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
23.7790	0.0000	1.0987	26.5999	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7333	
23.8290	0.0000	1.0987	26.6074	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6963	
23.8790	0.0000	1.0987	26.6120	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6963	
23.9280	0.0000	1.0987	26.6165	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6963	
23.9790	0.0000	1.1615	26.6226	26.6767	0.0000	3.1369	0.0000	-890.9572	12.7500	12.6889	
24.0290	0.0000	1.0987	26.6276	26.6767	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7074	
24.0790	0.0000	1.0987	26.6284	26.6767	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7074	
24.1290	0.0000	1.0987	26.6262	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7370	
24.1790	0.0000	1.0987	26.6272	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7556	
24.2280	0.0000	1.0987	26.6240	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7556	
24.2790	0.0000	1.0359	26.6194	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
24.3280	0.0000	1.0359	26.6171	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
24.3790	0.0000	1.0987	26.6164	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7704	
24.4290	0.0000	1.0987	26.6115	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7889	
24.4790	0.0000	1.0987	26.6083	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7889	
24.5290	0.0000	1.1615	26.6021	26.7368	0.0000	3.1369	0.0000	-890.9572	12.7500	12.8037	
24.5790	0.0000	1.1615	26.5976	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7630	
24.6280	0.0000	1.1615	26.6026	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7630	
24.6780	0.0000	1.0359	26.6069	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7333	
24.7290	0.0000	1.0359	26.6084	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7333	
24.7780	0.0000	1.0987	26.6074	26.6167	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7444	
24.8280	0.0000	1.0359	26.6134	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
24.8780	0.0000	1.0359	26.6166	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
24.9280	0.0000	1.0359	26.6214	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7037	
24.9780	0.0000	1.0359	26.6252	26.6167	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7037	
25.0290	0.0000	1.0359	26.6255	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7259	
25.0780	0.0000	1.0359	26.6274	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7259	
25.1280	0.0000	1.0987	26.6272	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7370	
25.1780	0.0000	1.0987	26.6283	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7815	
25.2290	0.0000	1.0987	26.6190	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7815	
25.2780	0.0000	1.0359	26.6110	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8111	
25.3290	0.0000	1.0359	26.6058	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.8111	
25.3780	0.0000	1.0987	26.6055	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7889	
25.4280	0.0000	1.0987	26.6022	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7889	
25.4780	0.0000	1.0987	26.5990	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7889	
25.5290	0.0000	1.0359	26.5993	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7704	
25.5780	0.0000	1.0987	26.5976	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7074	
25.6280	0.0000	1.0987	26.6107	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7074	
25.6790	0.0000	1.0987	26.6150	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7037	
25.7280	0.0000	1.0987	26.6188	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7037	
25.7780	0.0000	1.0359	26.6186	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
25.8280	0.0000	0.9732	26.6191	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7333	
25.8780	0.0000	0.9732	26.6206	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7333	
25.9280	0.0000	0.9732	26.6108	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7889	
25.9780	0.0000	1.0359	26.6076	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7889	
26.0280	0.0000	1.0987	26.6037	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7926	
26.0790	0.0000	1.0987	26.6000	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7926	
26.1290	0.0000	1.0359	26.6002	26.6167	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
26.1790	0.0000	1.0359	26.5982	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7407	
26.2290	0.0000	1.0359	26.6039	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7407	
26.2780	0.0000	1.1615	26.6047	26.6767	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7407	
26.3280	0.0000	1.1615	26.6055	26.6767	0.0000	3.2579	0.0000	-890.9572	12.7500	12.7407	
26.3790	0.0000	1.0987	26.6087	26.6167	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7296	
26.4280	0.0000	1.0987	26.6158	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.6963	
26.4790	0.0000	1.0987	26.6203	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.6963	
26.5290	0.0000	1.0987	26.6183	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7296	
26.5780	0.0000	1.0987	26.6200	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7370	
26.6280	0.0000	1.0987	26.6200	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7370	
26.6780	0.0000	1.0987	26.6183	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
26.7290	0.0000	1.0987	26.6182	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7444	
26.7780	0.0000	1.0987	26.6198	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7444	
26.8290	0.0000	1.0987	26.6243	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
26.8790	0.0000	1.0987	26.6266	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
26.9290	0.0000	1.0987	26.6306	26.6167	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7148	
26.9780	0.0000	1.0987	26.6353	26.6167	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7037	
27.0280	0.0000	1.0987	26.6392	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7037	
27.0790	0.0000	1.0987	26.6431	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7037	
27.1280	0.0000	1.0987	26.6462	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7074	
27.1790	0.0000	1.0359	26.6430	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7481	
27.2280	0.0000	1.0359	26.6432	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7481	
27.2790	0.0000	1.0987	26.6411	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7593	
27.3280	0.0000	1.0987	26.6403	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7852	
27.3790	0.0000	1.0987	26.6336	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7852	
27.4280	0.0000	1.0987	26.6278	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8000	
27.4780	0.0000	1.0987	26.6237	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.8000	
27.5280	0.0000	1.0359	26.6307	26.6767	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7481	
27.5780	0.0000	1.0359	26.6418	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.6815	
27.6280	0.0000	1.0359	26.6477	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.6815	
27.6780	0.0000	1.0359	26.6497	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7000	
27.7280	0.0000	1.0359	26.6539	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7333	
27.7790	0.0000	1.0359	26.6504	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7333	
27.8280	0.0000	1.0359	26.6464	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7630	
27.8790	0.0000	1.0359	26.6453	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7630	
27.9280	0.0000	1.0359	26.6434	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7667	
27.9790	0.0000	1.0987	26.6432	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
28.0290	0.0000	1.0987	26.6424	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
28.0790	0.0000	1.0987	26.6431	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7519	
28.1290	0.0000	0.9732	26.6430	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7519	
28.1780	0.0000	1.0359	26.6391	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
28.2290	0.0000	1.0359	26.6371	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
28.2780	0.0000	1.0987	26.6321	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7889	
28.3290	0.0000	1.0987	26.6289	26.7368	0.0000	3.1974	0.0000	-884.2812	12.7500	12.7889	
28.3790	0.0000	1.0987	26.6256	26.7368	0.0000	3.1974	0.0000	-884.2812	12.7500	12.7889	
28.4280	0.0000	1.0987	26.6257	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7704	
28.4790	0.0000	1.0987	26.6240	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7704	
28.5280	0.0000	1.0987	26.6278	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
28.5780	0.0000	1.0987	26.6314	26.7968	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7259	
28.6280	0.0000	1.0987	26.6334	26.7968	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7259	
28.6780	0.0000	1.0987	26.6347	26.6167	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7296	
28.7280	0.0000	1.0987	26.6364	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7148	
28.7790	0.0000	1.0987	26.6416	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7148	
28.8280	0.0000	1.0359	26.6445	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7148	
28.8790	0.0000	1.0359	26.6475	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7148	
28.9290	0.0000	1.0359	26.6568	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.6852	
28.9790	0.0000	1.0359	26.6592	26.7368	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7037	
29.0290	0.0000	1.0359	26.6630	26.7368	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7037	
29.0790	0.0000	1.0987	26.6582	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7444	
29.1280	0.0000	1.0987	26.6593	26.7368	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7407	
29.1790	0.0000	1.0359	26.6600	26.7368	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7407	
29.2290	0.0000	1.0359	26.6608	26.7368	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7407	
29.2790	0.0000	1.0359	26.6496	26.7968	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7963	
29.3290	0.0000	1.0987	26.6458	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7963	
29.3780	0.0000	1.0987	26.6419	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7963	
29.4280	0.0000	1.0359	26.6380	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7963	
29.4780	0.0000	1.0359	26.6341	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
29.5290	0.0000	1.0987	26.6423	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
29.5780	0.0000	1.0987	26.6387	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7667	
29.6280	0.0000	1.0987	26.6373	26.6767	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7667	
29.6790	0.0000	1.0359	26.6456	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
29.7290	0.0000	1.0987	26.6461	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7333	
29.7780	0.0000	1.0987	26.6475	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7333	
29.8290	0.0000	1.0987	26.6496	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7296	
29.8780	0.0000	1.0987	26.6513	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7481	
29.9280	0.0000	1.0987	26.6487	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7481	
29.9780	0.0000	1.0987	26.6468	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7593	
30.0290	0.0000	1.0987	26.6460	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7593	
30.0790	0.0000	1.0987	26.6516	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7296	
30.1290	0.0000	1.0987	26.6546	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7222	
30.1780	0.0000	1.0987	26.6569	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7222	
30.2280	0.0000	1.0987	26.6600	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7185	
30.2780	0.0000	0.9732	26.6626	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7185	
30.3280	0.0000	1.0987	26.6610	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
30.3780	0.0000	1.0987	26.6614	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
30.4280	0.0000	1.0987	26.6560	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
30.4780	0.0000	1.0987	26.6540	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7630	
30.5290	0.0000	1.0987	26.6545	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7630	
30.5790	0.0000	1.0987	26.6609	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
30.6280	0.0000	1.0987	26.6632	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
30.6780	0.0000	1.0359	26.6656	26.6767	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7222	
30.7290	0.0000	1.0987	26.6667	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7296	
30.7790	0.0000	1.0987	26.6684	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7296	
30.8280	0.0000	1.0987	26.6709	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7259	
30.8780	0.0000	1.0359	26.6741	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7185	
30.9280	0.0000	1.0359	26.6768	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7185	
30.9780	0.0000	1.0359	26.6706	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
31.0280	0.0000	1.0359	26.6695	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7370	
31.0780	0.0000	1.0359	26.6745	26.6767	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7370	
31.1290	0.0000	1.0359	26.6708	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7630	
31.1790	0.0000	1.0359	26.6697	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7630	
31.2280	0.0000	1.0987	26.6703	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7556	
31.2780	0.0000	1.0987	26.6716	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
31.3280	0.0000	0.9732	26.6721	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
31.3780	0.0000	0.9732	26.6726	26.6767	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7444	
31.4280	0.0000	1.0359	26.6760	26.7368	0.0000	3.1369	0.0000	-890.9572	12.7500	12.7296	
31.4790	0.0000	1.0359	26.6777	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
31.5280	0.0000	1.0359	26.6777	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
31.5780	0.0000	1.0987	26.6794	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7333	
31.6290	0.0000	1.0987	26.6808	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7074	
31.6780	0.0000	1.0987	26.6883	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7074	
31.7280	0.0000	1.0359	26.6833	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
31.7790	0.0000	1.0359	26.6825	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7593	
31.8280	0.0000	1.0359	26.6833	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
31.8780	0.0000	1.0359	26.6831	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
31.9280	0.0000	1.0359	26.6804	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7630	
31.9780	0.0000	1.0359	26.6778	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7704	
32.0290	0.0000	1.0359	26.6761	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7444	
32.0780	0.0000	1.0359	26.6804	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7444	
32.1280	0.0000	1.0359	26.6822	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
32.1780	0.0000	1.0359	26.6833	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
32.2280	0.0000	1.0987	26.6836	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7407	
32.2780	0.0000	1.0987	26.6874	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
32.3280	0.0000	1.0359	26.6898	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
32.3780	0.0000	1.0359	26.6921	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7222	
32.4280	0.0000	1.0359	26.6989	26.7368	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7000	
32.4790	0.0000	1.0359	26.7031	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
32.5280	0.0000	1.0359	26.6952	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
32.5780	0.0000	1.0987	26.6943	26.7968	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7556	
32.6280	0.0000	1.0987	26.6938	26.7968	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7667	
32.6790	0.0000	1.0359	26.6908	26.8569	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7667	
32.7290	0.0000	1.0359	26.6893	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7667	
32.7780	0.0000	1.0359	26.6879	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7667	
32.8280	0.0000	1.0359	26.7011	26.6767	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7000	
32.8790	0.0000	1.0359	26.7053	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7000	
32.9280	0.0000	1.0359	26.7094	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7000	
32.9780	0.0000	1.0359	26.7152	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.6926	
33.0280	0.0000	1.0359	26.7200	26.7968	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7185	
33.0790	0.0000	1.0359	26.7188	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7185	
33.1280	0.0000	1.0359	26.7173	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7407	
33.1790	0.0000	1.0359	26.7181	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7407	
33.2280	0.0000	1.0987	26.7165	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7519	
33.2780	0.0000	1.0987	26.7126	26.8569	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
33.3280	0.0000	1.0987	26.7106	26.8569	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
33.3780	0.0000	1.0987	26.7078	26.8569	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7778	
33.4290	0.0000	1.0359	26.7055	26.7968	0.0000	3.1369	0.0000	-886.5065	12.7500	12.7778	
33.4790	0.0000	1.0987	26.7031	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7741	
33.5280	0.0000	1.0987	26.7017	26.7368	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7741	
33.5780	0.0000	1.0359	26.7070	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
33.6280	0.0000	1.0359	26.7081	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7148	
33.6790	0.0000	1.0359	26.7144	26.7368	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7148	
33.7290	0.0000	1.0359	26.7214	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6926	
33.7780	0.0000	1.0359	26.7262	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6926	
33.8290	0.0000	1.0359	26.7270	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7111	
33.8780	0.0000	0.9732	26.7260	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
33.9280	0.0000	0.9732	26.7271	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7370	
33.9780	0.0000	1.0987	26.7207	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7741	
34.0280	0.0000	1.0987	26.7187	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
34.0780	0.0000	1.0987	26.7159	26.8569	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7778	
34.1290	0.0000	1.0359	26.7142	26.7968	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7741	
34.1780	0.0000	1.0359	26.7122	26.7968	0.0000	3.1974	0.0000	-890.9572	12.7500	12.7741	
34.2280	0.0000	1.0987	26.7118	26.8569	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7667	
34.2790	0.0000	1.0359	26.7091	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7741	
34.3290	0.0000	1.0359	26.7071	26.7968	0.0000	3.1369	0.0000	-888.7319	12.7500	12.7741	
34.3780	0.0000	1.0987	26.7051	26.8569	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7741	
34.4280	0.0000	1.0987	26.7030	26.8569	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7889	
34.4780	0.0000	1.0359	26.6975	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7889	
34.5280	0.0000	1.0359	26.6943	26.7368	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7889	
34.5780	0.0000	1.1615	26.6992	26.7368	0.0000	3.1974	0.0000	-888.7319	12.7500	12.7481	
34.6280	0.0000	1.0987	26.6994	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7370	
34.6780	0.0000	1.0987	26.7021	26.7368	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7370	
34.7290	0.0000	1.0359	26.7113	26.7968	0.0000	3.1974	0.0000	-888.7319	12.7500	12.6926	
34.7790	0.0000	1.0359	26.7162	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7000	
34.8290	0.0000	1.0359	26.7193	26.7968	0.0000	3.2579	0.0000	-886.5065	12.7500	12.7000	
34.8790	0.0000	1.0987	26.7187	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7259	
34.9280	0.0000	1.0987	26.7207	26.7968	0.0000	3.2579	0.0000	-888.7319	12.7500	12.7259	
34.9790	0.0000	1.0987	26.7276	26.8569	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7037	
35.0290	0.0000	1.0359	26.7253	26.8569	0.0000	3.1974	0.0000	-886.5065	12.7500	12.7407	
